행정구역,동읍면,연령,계,남자,여자
남구,소계,70~74세,"8,961","3,936","5,025"
남구,소계,75~79세,"6,892","2,811","4,081"
남구,소계,80~84세,"5,512","2,101","3,411"
남구,소계,85~89세,"3,102","1,040","2,062"
남구,소계,90~94세,"1,082",310,772
남구,소계,95~99세,211,33,178
남구,소계,100세이상,25,3,22
남구,이천동,0~4세,451,225,226
남구,이천동,5~9세,445,253,192
남구,이천동,10~14세,498,274,224
남구,이천동,15~19세,502,250,252
남구,이천동,20~24세,593,335,258
남구,이천동,25~29세,678,332,346
남구,이천동,30~34세,930,455,475
남구,이천동,35~39세,908,503,405
남구,이천동,40~44세,953,476,477
남구,이천동,45~49세,"1,011",462,549
남구,이천동,50~54세,"1,254",621,633
남구,이천동,55~59세,"1,040",500,540
남구,이천동,60~64세,"1,018",470,548
남구,이천동,65~69세,960,408,552
남구,이천동,70~74세,780,331,449
남구,이천동,75~79세,639,231,408
남구,이천동,80~84세,603,211,392
남구,이천동,85~89세,335,119,216
남구,이천동,90~94세,128,36,92
남구,이천동,95~99세,33,4,29
남구,이천동,100세이상,4,1,3
남구,봉덕1동,0~4세,77,33,44
남구,봉덕1동,5~9세,117,64,53
남구,봉덕1동,10~14세,168,84,84
남구,봉덕1동,15~19세,220,118,102
남구,봉덕1동,20~24세,350,175,175
남구,봉덕1동,25~29세,505,249,256
남구,봉덕1동,30~34세,486,272,214
남구,봉덕1동,35~39세,404,232,172
남구,봉덕1동,40~44세,488,257,231
남구,봉덕1동,45~49세,535,273,262
남구,봉덕1동,50~54세,680,362,318
남구,봉덕1동,55~59세,781,402,379
남구,봉덕1동,60~64세,744,366,378
남구,봉덕1동,65~69세,769,361,408
남구,봉덕1동,70~74세,554,254,300
남구,봉덕1동,75~79세,432,165,267
남구,봉덕1동,80~84세,360,131,229
남구,봉덕1동,85~89세,247,86,161
남구,봉덕1동,90~94세,92,26,66
남구,봉덕1동,95~99세,10,1,9
남구,봉덕1동,100세이상,3,-,3
남구,봉덕2동,0~4세,463,255,208
남구,봉덕2동,5~9세,554,279,275
남구,봉덕2동,10~14세,543,243,300
남구,봉덕2동,15~19세,533,263,270
남구,봉덕2동,20~24세,481,251,230
남구,봉덕2동,25~29세,596,292,304
남구,봉덕2동,30~34세,815,404,411
남구,봉덕2동,35~39세,863,430,433
남구,봉덕2동,40~44세,"1,017",499,518
남구,봉덕2동,45~49세,900,419,481
남구,봉덕2동,50~54세,"1,054",501,553
남구,봉덕2동,55~59세,"1,015",464,551
남구,봉덕2동,60~64세,"1,022",462,560
남구,봉덕2동,65~69세,"1,061",492,569
남구,봉덕2동,70~74세,761,342,419
남구,봉덕2동,75~79세,586,260,326
남구,봉덕2동,80~84세,450,183,267
남구,봉덕2동,85~89세,280,103,177
남구,봉덕2동,90~94세,108,43,65
남구,봉덕2동,95~99세,20,5,15
남구,봉덕2동,100세이상,4,1,3
남구,봉덕3동,0~4세,171,88,83
남구,봉덕3동,5~9세,340,174,166
남구,봉덕3동,10~14세,491,262,229
남구,봉덕3동,15~19세,587,289,298
남구,봉덕3동,20~24세,704,359,345
남구,봉덕3동,25~29세,866,418,448
남구,봉덕3동,30~34세,793,436,357
남구,봉덕3동,35~39세,614,330,284
남구,봉덕3동,40~44세,899,433,466
남구,봉덕3동,45~49세,"1,012",448,564
남구,봉덕3동,50~54세,"1,304",633,671
남구,봉덕3동,55~59세,"1,245",640,605
남구,봉덕3동,60~64세,"1,354",623,731
남구,봉덕3동,65~69세,"1,330",572,758
남구,봉덕3동,70~74세,991,425,566
남구,봉덕3동,75~79세,771,331,440
남구,봉덕3동,80~84세,631,243,388
남구,봉덕3동,85~89세,365,134,231
남구,봉덕3동,90~94세,143,47,96
남구,봉덕3동,95~99세,28,5,23
남구,봉덕3동,100세이상,-,-,-
남구,대명1동,0~4세,92,59,33
남구,대명1동,5~9세,174,94,80
남구,대명1동,10~14세,289,149,140
남구,대명1동,15~19세,338,188,150
남구,대명1동,20~24세,506,239,267
남구,대명1동,25~29세,730,375,355
남구,대명1동,30~34세,652,371,281
남구,대명1동,35~39세,454,253,201
남구,대명1동,40~44세,590,289,301
남구,대명1동,45~49세,574,313,261
남구,대명1동,50~54세,833,428,405
남구,대명1동,55~59세,892,412,480
남구,대명1동,60~64세,897,416,481
남구,대명1동,65~69세,885,394,491
남구,대명1동,70~74세,646,292,354
남구,대명1동,75~79세,495,210,285
남구,대명1동,80~84세,381,156,225
남구,대명1동,85~89세,197,63,134
남구,대명1동,90~94세,51,13,38
남구,대명1동,95~99세,13,3,10
남구,대명1동,100세이상,1,-,1
남구,대명2동,0~4세,196,105,91
남구,대명2동,5~9세,263,140,123
남구,대명2동,10~14세,247,133,114
남구,대명2동,15~19세,372,176,196
남구,대명2동,20~24세,"1,078",435,643
남구,대명2동,25~29세,"1,239",574,665
남구,대명2동,30~34세,"1,049",572,477
남구,대명2동,35~39세,698,408,290
남구,대명2동,40~44세,658,329,329
남구,대명2동,45~49세,691,352,339
남구,대명2동,50~54세,920,453,467
남구,대명2동,55~59세,824,398,426
남구,대명2동,60~64세,877,417,460
남구,대명2동,65~69세,802,368,434
남구,대명2동,70~74세,629,272,357
남구,대명2동,75~79세,505,180,325
남구,대명2동,80~84세,417,170,247
남구,대명2동,85~89세,211,62,149
남구,대명2동,90~94세,85,15,70
남구,대명2동,95~99세,8,1,7
남구,대명2동,100세이상,1,-,1
남구,대명3동,0~4세,67,38,29
남구,대명3동,5~9세,116,55,61
남구,대명3동,10~14세,187,105,82
남구,대명3동,15~19세,252,133,119
남구,대명3동,20~24세,640,274,366
남구,대명3동,25~29세,684,349,335
남구,대명3동,30~34세,557,324,233
남구,대명3동,35~39세,395,233,162
남구,대명3동,40~44세,491,270,221
남구,대명3동,45~49세,547,296,251
남구,대명3동,50~54세,775,437,338
남구,대명3동,55~59세,828,436,392
남구,대명3동,60~64세,977,475,502
남구,대명3동,65~69세,928,441,487
남구,대명3동,70~74세,733,310,423
남구,대명3동,75~79세,587,229,358
남구,대명3동,80~84세,428,152,276
남구,대명3동,85~89세,230,69,161
남구,대명3동,90~94세,76,18,58
남구,대명3동,95~99세,15,2,13
남구,대명3동,100세이상,1,-,1
남구,대명4동,0~4세,94,46,48
남구,대명4동,5~9세,174,91,83
남구,대명4동,10~14세,217,100,117
남구,대명4동,15~19세,251,135,116
남구,대명4동,20~24세,525,233,292
남구,대명4동,25~29세,681,347,334
남구,대명4동,30~34세,535,302,233
남구,대명4동,35~39세,401,236,165
남구,대명4동,40~44세,492,259,233
남구,대명4동,45~49세,502,281,221
남구,대명4동,50~54세,789,380,409
남구,대명4동,55~59세,882,441,441
남구,대명4동,60~64세,"1,036",500,536
남구,대명4동,65~69세,"1,055",484,571
남구,대명4동,70~74세,757,328,429
남구,대명4동,75~79세,540,231,309
남구,대명4동,80~84세,405,146,259
남구,대명4동,85~89세,226,61,165
남구,대명4동,90~94세,65,19,46
남구,대명4동,95~99세,19,1,18
남구,대명4동,100세이상,2,-,2
남구,대명5동,0~4세,115,57,58
남구,대명5동,5~9세,102,59,43
남구,대명5동,10~14세,125,75,50
남구,대명5동,15~19세,175,83,92
남구,대명5동,20~24세,536,241,295
남구,대명5동,25~29세,590,246,344
남구,대명5동,30~34세,477,228,249
남구,대명5동,35~39세,302,175,127
남구,대명5동,40~44세,331,173,158
남구,대명5동,45~49세,329,168,161
남구,대명5동,50~54세,435,228,207
남구,대명5동,55~59세,447,215,232
남구,대명5동,60~64세,469,223,246
남구,대명5동,65~69세,450,198,252
남구,대명5동,70~74세,342,150,192
남구,대명5동,75~79세,266,113,153
남구,대명5동,80~84세,215,84,131
남구,대명5동,85~89세,123,39,84
남구,대명5동,90~94세,43,15,28
남구,대명5동,95~99세,13,4,9
남구,대명5동,100세이상,-,-,-
남구,대명6동,0~4세,235,117,118
남구,대명6동,5~9세,275,143,132
남구,대명6동,10~14세,314,151,163
남구,대명6동,15~19세,351,179,172
남구,대명6동,20~24세,560,278,282
남구,대명6동,25~29세,814,377,437
남구,대명6동,30~34세,789,408,381
남구,대명6동,35~39세,635,343,292
남구,대명6동,40~44세,738,379,359
남구,대명6동,45~49세,767,357,410
남구,대명6동,50~54세,913,455,458
남구,대명6동,55~59세,956,471,485
남구,대명6동,60~64세,908,420,488
남구,대명6동,65~69세,887,407,480
남구,대명6동,70~74세,652,306,346
남구,대명6동,75~79세,448,186,262
남구,대명6동,80~84세,327,131,196
남구,대명6동,85~89세,194,62,132
남구,대명6동,90~94세,73,18,55
남구,대명6동,95~99세,14,-,14
남구,대명6동,100세이상,3,1,2
남구,대명9동,0~4세,166,91,75
남구,대명9동,5~9세,231,123,108
남구,대명9동,10~14세,363,200,163
남구,대명9동,15~19세,380,216,164
남구,대명9동,20~24세,646,314,332
남구,대명9동,25~29세,"1,115",545,570
남구,대명9동,30~34세,982,524,458
남구,대명9동,35~39세,723,395,328
남구,대명9동,40~44세,854,440,414
남구,대명9동,45~49세,882,446,436
남구,대명9동,50~54세,"1,175",590,585
남구,대명9동,55~59세,"1,270",619,651
남구,대명9동,60~64세,"1,232",582,650
남구,대명9동,65~69세,"1,192",564,628
남구,대명9동,70~74세,845,382,463
남구,대명9동,75~79세,691,296,395
남구,대명9동,80~84세,524,206,318
남구,대명9동,85~89세,270,97,173
남구,대명9동,90~94세,95,30,65
남구,대명9동,95~99세,15,4,11
남구,대명9동,100세이상,2,-,2
남구,대명10동,0~4세,81,40,41
남구,대명10동,5~9세,103,46,57
남구,대명10동,10~14세,155,88,67
남구,대명10동,15~19세,196,109,87
남구,대명10동,20~24세,412,192,220
남구,대명10동,25~29세,612,287,325
남구,대명10동,30~34세,585,318,267
남구,대명10동,35~39세,357,201,156
남구,대명10동,40~44세,457,226,231
남구,대명10동,45~49세,467,235,232
남구,대명10동,50~54세,629,304,325
남구,대명10동,55~59세,766,371,395
남구,대명10동,60~64세,775,348,427
남구,대명10동,65~69세,808,367,441
남구,대명10동,70~74세,641,273,368
남구,대명10동,75~79세,478,202,276
남구,대명10동,80~84세,388,146,242
남구,대명10동,85~89세,231,72,159
남구,대명10동,90~94세,65,18,47
남구,대명10동,95~99세,9,2,7
남구,대명10동,100세이상,3,-,3
남구,대명11동,0~4세,81,39,42
남구,대명11동,5~9세,100,44,56
남구,대명11동,10~14세,141,70,71
남구,대명11동,15~19세,158,92,66
남구,대명11동,20~24세,286,150,136
남구,대명11동,25~29세,447,228,219
남구,대명11동,30~34세,464,262,202
남구,대명11동,35~39세,310,175,135
남구,대명11동,40~44세,426,228,198
남구,대명11동,45~49세,392,190,202
남구,대명11동,50~54세,597,284,313
남구,대명11동,55~59세,683,347,336
남구,대명11동,60~64세,841,360,481
남구,대명11동,65~69세,823,358,465
남구,대명11동,70~74세,630,271,359
남구,대명11동,75~79세,454,177,277
남구,대명11동,80~84세,383,142,241
남구,대명11동,85~89세,193,73,120
남구,대명11동,90~94세,58,12,46
남구,대명11동,95~99세,14,1,13
남구,대명11동,100세이상,1,-,1
북구,소계,0~4세,"9,020","4,619","4,401"
북구,소계,5~9세,"14,637","7,502","7,135"
북구,소계,10~14세,"18,494","9,504","8,990"
북구,소계,15~19세,"19,492","9,979","9,513"
북구,소계,20~24세,"26,294","13,831","12,463"
북구,소계,25~29세,"27,148","14,770","12,378"
북구,소계,30~34세,"25,326","13,824","11,502"
북구,소계,35~39세,"22,510","12,138","10,372"
북구,소계,40~44세,"28,443","14,234","14,209"
북구,소계,45~49세,"31,107","15,275","15,832"
북구,소계,50~54세,"39,571","19,311","20,260"
북구,소계,55~59세,"37,883","18,721","19,162"
북구,소계,60~64세,"34,923","17,036","17,887"
북구,소계,65~69세,"28,132","13,561","14,571"
북구,소계,70~74세,"18,629","8,512","10,117"
북구,소계,75~79세,"13,443","5,668","7,775"
북구,소계,80~84세,"10,468","3,903","6,565"
북구,소계,85~89세,"5,350","1,761","3,589"
북구,소계,90~94세,"1,756",423,"1,333"
북구,소계,95~99세,344,52,292
북구,소계,100세이상,40,6,34
북구,고성동,0~4세,"1,001",499,502
북구,고성동,5~9세,720,357,363
북구,고성동,10~14세,548,293,255
북구,고성동,15~19세,434,206,228
북구,고성동,20~24세,448,230,218
북구,고성동,25~29세,651,294,357
북구,고성동,30~34세,"1,621",746,875
북구,고성동,35~39세,"1,639",908,731
북구,고성동,40~44세,"1,375",732,643
북구,고성동,45~49세,910,470,440
북구,고성동,50~54세,771,395,376
북구,고성동,55~59세,622,320,302
북구,고성동,60~64세,566,265,301
북구,고성동,65~69세,480,203,277
북구,고성동,70~74세,367,157,210
북구,고성동,75~79세,243,102,141
북구,고성동,80~84세,184,64,120
북구,고성동,85~89세,80,23,57
북구,고성동,90~94세,39,12,27
북구,고성동,95~99세,7,1,6
북구,고성동,100세이상,1,-,1
북구,칠성동,0~4세,564,280,284
북구,칠성동,5~9세,917,459,458
북구,칠성동,10~14세,"1,154",556,598
북구,칠성동,15~19세,920,448,472
북구,칠성동,20~24세,"1,018",517,501
북구,칠성동,25~29세,"1,420",651,769
북구,칠성동,30~34세,"1,680",809,871
북구,칠성동,35~39세,"1,448",760,688
북구,칠성동,40~44세,"1,742",833,909
북구,칠성동,45~49세,"1,796",898,898
북구,칠성동,50~54세,"1,792",871,921
북구,칠성동,55~59세,"1,545",726,819
북구,칠성동,60~64세,"1,464",690,774
북구,칠성동,65~69세,"1,320",628,692
북구,칠성동,70~74세,968,435,533
북구,칠성동,75~79세,722,304,418
북구,칠성동,80~84세,603,219,384
북구,칠성동,85~89세,355,136,219
북구,칠성동,90~94세,120,28,92
북구,칠성동,95~99세,24,3,21
북구,칠성동,100세이상,4,-,4
북구,침산1동,0~4세,37,20,17
북구,침산1동,5~9세,62,34,28
북구,침산1동,10~14세,82,46,36
북구,침산1동,15~19세,80,47,33
북구,침산1동,20~24세,124,78,46
북구,침산1동,25~29세,175,100,75
북구,침산1동,30~34세,172,107,65
북구,침산1동,35~39세,160,86,74
북구,침산1동,40~44세,171,105,66
북구,침산1동,45~49세,186,110,76
북구,침산1동,50~54세,284,170,114
북구,침산1동,55~59세,383,201,182
북구,침산1동,60~64세,480,248,232
북구,침산1동,65~69세,434,227,207
북구,침산1동,70~74세,310,155,155
북구,침산1동,75~79세,198,96,102
북구,침산1동,80~84세,138,52,86
북구,침산1동,85~89세,72,20,52
북구,침산1동,90~94세,23,5,18
북구,침산1동,95~99세,8,2,6
북구,침산1동,100세이상,2,-,2
북구,침산2동,0~4세,448,228,220
북구,침산2동,5~9세,927,448,479
북구,침산2동,10~14세,"1,186",601,585
북구,침산2동,15~19세,"1,019",504,515
북구,침산2동,20~24세,890,462,428
북구,침산2동,25~29세,882,414,468
북구,침산2동,30~34세,"1,012",549,463
북구,침산2동,35~39세,"1,029",494,535
북구,침산2동,40~44세,"1,531",712,819
북구,침산2동,45~49세,"1,550",742,808
북구,침산2동,50~54세,"1,615",770,845
북구,침산2동,55~59세,"1,344",664,680
북구,침산2동,60~64세,"1,119",532,587
북구,침산2동,65~69세,911,415,496
북구,침산2동,70~74세,667,288,379
북구,침산2동,75~79세,458,183,275
북구,침산2동,80~84세,392,164,228
북구,침산2동,85~89세,193,69,124
북구,침산2동,90~94세,62,14,48
북구,침산2동,95~99세,14,5,9
북구,침산2동,100세이상,4,1,3
북구,침산3동,0~4세,370,186,184
북구,침산3동,5~9세,804,431,373
북구,침산3동,10~14세,961,473,488
북구,침산3동,15~19세,996,516,480
북구,침산3동,20~24세,977,501,476
북구,침산3동,25~29세,928,505,423
북구,침산3동,30~34세,854,425,429
북구,침산3동,35~39세,924,440,484
북구,침산3동,40~44세,"1,278",602,676
북구,침산3동,45~49세,"1,508",694,814
북구,침산3동,50~54세,"1,748",820,928
북구,침산3동,55~59세,"1,658",795,863
북구,침산3동,60~64세,"1,516",736,780
북구,침산3동,65~69세,"1,219",572,647
북구,침산3동,70~74세,876,376,500
북구,침산3동,75~79세,692,282,410
북구,침산3동,80~84세,541,203,338
북구,침산3동,85~89세,295,111,184
북구,침산3동,90~94세,86,21,65
북구,침산3동,95~99세,13,3,10
북구,침산3동,100세이상,2,1,1
북구,노원동,0~4세,231,133,98
북구,노원동,5~9세,249,130,119
북구,노원동,10~14세,282,148,134
북구,노원동,15~19세,295,150,145
북구,노원동,20~24세,413,217,196
북구,노원동,25~29세,600,299,301
북구,노원동,30~34세,812,449,363
북구,노원동,35~39세,643,404,239
북구,노원동,40~44세,662,376,286
북구,노원동,45~49세,682,386,296
북구,노원동,50~54세,942,504,438
북구,노원동,55~59세,"1,033",541,492
북구,노원동,60~64세,"1,322",701,621
북구,노원동,65~69세,"1,088",521,567
북구,노원동,70~74세,800,373,427
북구,노원동,75~79세,578,270,308
북구,노원동,80~84세,368,149,219
북구,노원동,85~89세,140,51,89
북구,노원동,90~94세,50,10,40
북구,노원동,95~99세,8,2,6
북구,노원동,100세이상,1,1,-
북구,산격1동,0~4세,34,16,18
북구,산격1동,5~9세,79,48,31
북구,산격1동,10~14세,152,70,82
북구,산격1동,15~19세,180,99,81
북구,산격1동,20~24세,226,128,98
북구,산격1동,25~29세,335,201,134
북구,산격1동,30~34세,347,206,141
북구,산격1동,35~39세,246,152,94
북구,산격1동,40~44세,300,161,139
북구,산격1동,45~49세,436,260,176
북구,산격1동,50~54세,609,325,284
북구,산격1동,55~59세,836,424,412
북구,산격1동,60~64세,957,493,464
북구,산격1동,65~69세,968,476,492
북구,산격1동,70~74세,787,306,481
북구,산격1동,75~79세,570,226,344
북구,산격1동,80~84세,466,159,307
북구,산격1동,85~89세,255,85,170
북구,산격1동,90~94세,78,21,57
북구,산격1동,95~99세,8,1,7
북구,산격1동,100세이상,-,-,-
북구,산격2동,0~4세,111,58,53
북구,산격2동,5~9세,248,114,134
북구,산격2동,10~14세,347,186,161
북구,산격2동,15~19세,363,174,189
북구,산격2동,20~24세,491,269,222
북구,산격2동,25~29세,671,381,290
북구,산격2동,30~34세,585,336,249
북구,산격2동,35~39세,436,241,195
북구,산격2동,40~44세,550,279,271
북구,산격2동,45~49세,579,282,297
북구,산격2동,50~54세,871,411,460
북구,산격2동,55~59세,"1,003",478,525
북구,산격2동,60~64세,"1,090",511,579
북구,산격2동,65~69세,868,415,453
북구,산격2동,70~74세,592,264,328
북구,산격2동,75~79세,407,180,227
북구,산격2동,80~84세,348,134,214
북구,산격2동,85~89세,153,48,105
북구,산격2동,90~94세,47,10,37
북구,산격2동,95~99세,12,3,9
북구,산격2동,100세이상,2,-,2
북구,산격3동,0~4세,53,28,25
북구,산격3동,5~9세,97,52,45
북구,산격3동,10~14세,131,69,62
북구,산격3동,15~19세,230,91,139
북구,산격3동,20~24세,"1,348",600,748
북구,산격3동,25~29세,"1,146",738,408
북구,산격3동,30~34세,644,443,201
북구,산격3동,35~39세,339,213,126
북구,산격3동,40~44세,361,209,152
북구,산격3동,45~49세,411,267,144
북구,산격3동,50~54세,496,279,217
북구,산격3동,55~59세,539,290,249
북구,산격3동,60~64세,636,299,337
북구,산격3동,65~69세,591,265,326
북구,산격3동,70~74세,463,207,256
북구,산격3동,75~79세,356,143,213
북구,산격3동,80~84세,260,89,171
북구,산격3동,85~89세,143,54,89
북구,산격3동,90~94세,43,10,33
북구,산격3동,95~99세,12,3,9
북구,산격3동,100세이상,-,-,-
북구,산격4동,0~4세,75,44,31
북구,산격4동,5~9세,104,49,55
북구,산격4동,10~14세,187,102,85
북구,산격4동,15~19세,194,116,78
북구,산격4동,20~24세,363,196,167
북구,산격4동,25~29세,501,306,195
북구,산격4동,30~34세,526,337,189
북구,산격4동,35~39세,339,225,114
북구,산격4동,40~44세,423,241,182
북구,산격4동,45~49세,401,252,149
북구,산격4동,50~54세,568,292,276
북구,산격4동,55~59세,677,344,333
북구,산격4동,60~64세,769,365,404
북구,산격4동,65~69세,758,347,411
북구,산격4동,70~74세,542,247,295
북구,산격4동,75~79세,427,191,236
북구,산격4동,80~84세,304,130,174
북구,산격4동,85~89세,158,64,94
북구,산격4동,90~94세,48,13,35
북구,산격4동,95~99세,11,1,10
북구,산격4동,100세이상,-,-,-
북구,복현1동,0~4세,45,30,15
북구,복현1동,5~9세,54,29,25
북구,복현1동,10~14세,80,35,45
북구,복현1동,15~19세,156,76,80
북구,복현1동,20~24세,"1,267",625,642
북구,복현1동,25~29세,"1,170",792,378
북구,복현1동,30~34세,606,415,191
북구,복현1동,35~39세,322,213,109
북구,복현1동,40~44세,309,192,117
북구,복현1동,45~49세,311,185,126
북구,복현1동,50~54세,472,278,194
북구,복현1동,55~59세,480,251,229
북구,복현1동,60~64세,505,237,268
북구,복현1동,65~69세,432,211,221
북구,복현1동,70~74세,278,138,140
북구,복현1동,75~79세,196,83,113
북구,복현1동,80~84세,133,51,82
북구,복현1동,85~89세,52,21,31
북구,복현1동,90~94세,30,9,21
북구,복현1동,95~99세,2,2,-
북구,복현1동,100세이상,-,-,-
북구,복현2동,0~4세,744,381,363
북구,복현2동,5~9세,"1,079",563,516
북구,복현2동,10~14세,"1,382",709,673
북구,복현2동,15~19세,"1,504",782,722
북구,복현2동,20~24세,"1,971","1,106",865
북구,복현2동,25~29세,"1,934","1,049",885
북구,복현2동,30~34세,"2,014","1,085",929
북구,복현2동,35~39세,"1,756",973,783
북구,복현2동,40~44세,"2,113","1,053","1,060"
북구,복현2동,45~49세,"2,208","1,031","1,177"
북구,복현2동,50~54세,"2,550","1,185","1,365"
북구,복현2동,55~59세,"2,510","1,155","1,355"
북구,복현2동,60~64세,"2,426","1,109","1,317"
북구,복현2동,65~69세,"2,005",994,"1,011"
북구,복현2동,70~74세,"1,205",580,625
북구,복현2동,75~79세,790,348,442
북구,복현2동,80~84세,550,196,354
북구,복현2동,85~89세,292,105,187
북구,복현2동,90~94세,103,23,80
북구,복현2동,95~99세,24,-,24
북구,복현2동,100세이상,2,-,2
북구,대현동,0~4세,206,112,94
북구,대현동,5~9세,379,187,192
북구,대현동,10~14세,541,265,276
북구,대현동,15~19세,508,249,259
북구,대현동,20~24세,"1,425",821,604
북구,대현동,25~29세,"1,320",872,448
북구,대현동,30~34세,820,484,336
북구,대현동,35~39세,706,398,308
북구,대현동,40~44세,942,501,441
북구,대현동,45~49세,"1,065",531,534
북구,대현동,50~54세,"1,274",674,600
북구,대현동,55~59세,"1,285",639,646
북구,대현동,60~64세,"1,332",618,714
북구,대현동,65~69세,"1,271",582,689
북구,대현동,70~74세,972,429,543
북구,대현동,75~79세,787,305,482
북구,대현동,80~84세,649,251,398
북구,대현동,85~89세,327,101,226
북구,대현동,90~94세,105,27,78
북구,대현동,95~99세,22,4,18
북구,대현동,100세이상,-,-,-
북구,검단동,0~4세,57,29,28
북구,검단동,5~9세,99,47,52
북구,검단동,10~14세,138,75,63
북구,검단동,15~19세,155,84,71
북구,검단동,20~24세,204,96,108
북구,검단동,25~29세,283,144,139
